,model_logreg,model_RF
0,0.9992201091847142,1.0
1,0.9997600335952966,1.0
2,1.0,0.9998800167976484
3,0.9968804367388565,0.9999400083988241
4,1.0,1.0
5,1.0,0.9999400083988241
