,model_logreg,model_logreg_under_over,model_RF
0,0.9992201091847142,1.0,1.0
1,0.9997600335952966,1.0,1.0
2,1.0,1.0,1.0
3,0.9968804367388565,0.9989201511788349,0.9998200251964725
4,1.0,0.9984402183694283,0.9999400083988241
5,1.0,0.9989801427800108,1.0
