,model_logreg,model_logreg_under_over,model_RF
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.42857142857142855,0.42857142857142855,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.47058823529411764,0.15384615384615385,0.0
